"transactionid";"customerid";"productid";"transactiondate";"quantity";"totalamount"
3902;2844;404;"2025-10-17 00:00:00";4;651.68
3903;1449;177;"2025-07-17 00:00:00";1;122.69
3904;645;288;"2025-06-22 00:00:00";1;414.77
3905;2289;341;"2026-03-10 00:00:00";5;2237.1
3906;1039;462;"2026-03-07 00:00:00";1;11.63
3907;791;174;"2026-03-29 00:00:00";5;162.95
3908;2859;115;"2025-06-07 00:00:00";1;152.31
3909;518;9;"2025-08-27 00:00:00";4;550.08
3910;2547;80;"2025-05-10 00:00:00";3;232.38
3911;2819;387;"2025-07-05 00:00:00";4;1868.96
3912;1545;246;"2025-12-14 00:00:00";4;999.2
3913;2831;7;"2025-11-05 00:00:00";1;287.18
3914;1990;444;"2025-05-07 00:00:00";5;887.75
3915;1461;423;"2026-04-06 00:00:00";1;419.49
3916;1209;22;"2025-06-03 00:00:00";5;1693.95
3917;2187;34;"2025-04-09 00:00:00";3;106.95
3918;1445;33;"2026-01-16 00:00:00";2;972.34
3919;981;298;"2026-02-02 00:00:00";5;1125.45
3920;116;459;"2025-04-13 00:00:00";3;420.72
3921;2676;491;"2025-12-02 00:00:00";2;769.0
3922;1866;42;"2025-04-15 00:00:00";3;1424.16
3923;2707;435;"2025-05-31 00:00:00";3;1277.82
3924;1478;225;"2025-05-19 00:00:00";5;152.45
3925;2633;26;"2025-04-25 00:00:00";3;1221.21
3926;1625;95;"2025-06-25 00:00:00";3;586.14
3927;1029;223;"2026-02-20 00:00:00";4;1137.76
3928;1711;148;"2025-05-14 00:00:00";5;881.0
3929;2612;363;"2026-02-04 00:00:00";5;2312.3
3930;570;495;"2025-07-26 00:00:00";3;1269.81
3931;463;169;"2025-05-11 00:00:00";5;1098.05
3932;1733;28;"2025-12-03 00:00:00";5;1918.5
3933;259;270;"2025-04-26 00:00:00";4;828.6
3934;1925;433;"2026-03-10 00:00:00";1;39.18
3935;2776;93;"2025-11-28 00:00:00";5;1249.55
3936;1572;106;"2026-03-04 00:00:00";3;449.55
3937;2062;362;"2025-09-28 00:00:00";1;221.64
3938;2701;369;"2025-09-17 00:00:00";4;878.12
3939;2613;474;"2026-02-06 00:00:00";1;484.65
3940;1767;385;"2025-08-26 00:00:00";4;1559.4
3941;2265;284;"2026-01-03 00:00:00";5;2194.9
3942;2181;355;"2025-11-03 00:00:00";2;888.02
3943;1002;344;"2025-08-08 00:00:00";4;1580.68
3944;191;305;"2026-03-24 00:00:00";4;1213.76
3945;1538;254;"2026-04-02 00:00:00";3;360.51
3946;563;409;"2025-09-14 00:00:00";1;466.42
3947;2588;321;"2025-08-10 00:00:00";1;251.48
3948;2366;266;"2025-08-19 00:00:00";1;383.54
3949;2884;8;"2025-12-22 00:00:00";2;302.0
3950;1963;443;"2025-06-29 00:00:00";5;1124.85
3951;2948;30;"2025-07-09 00:00:00";1;56.67
3952;2952;304;"2025-11-04 00:00:00";4;347.0
3953;1209;276;"2025-05-12 00:00:00";2;318.48
3954;2147;325;"2025-07-30 00:00:00";5;1084.5
3955;2969;293;"2026-01-28 00:00:00";4;339.52
3956;26;287;"2025-12-21 00:00:00";5;2435.25
3957;752;215;"2025-05-03 00:00:00";4;431.76
3958;345;271;"2025-09-05 00:00:00";2;741.92
3959;1051;189;"2025-11-16 00:00:00";4;1114.4
3960;124;408;"2025-08-26 00:00:00";2;175.9
3961;2246;167;"2025-11-15 00:00:00";1;298.1
3962;189;318;"2025-08-19 00:00:00";1;357.63
3963;2839;310;"2025-08-22 00:00:00";3;50.67
3964;2951;300;"2025-12-14 00:00:00";5;979.85
3965;2569;410;"2025-05-06 00:00:00";1;448.98
3966;2374;339;"2026-01-09 00:00:00";1;276.69
3967;2145;459;"2026-01-19 00:00:00";3;420.72
3968;1817;23;"2025-12-24 00:00:00";2;305.26
3969;379;22;"2025-08-26 00:00:00";1;338.79
3970;212;492;"2025-09-06 00:00:00";5;66.5
3971;1101;451;"2026-02-08 00:00:00";3;1275.15
3972;2782;158;"2025-10-31 00:00:00";4;1876.52
3973;973;267;"2026-01-31 00:00:00";5;373.9
3974;2351;450;"2025-10-29 00:00:00";4;682.72
3975;2716;220;"2025-05-15 00:00:00";1;34.25
3976;2078;122;"2025-12-16 00:00:00";3;1329.06
3977;652;322;"2026-03-11 00:00:00";2;217.94
3978;1446;54;"2026-02-25 00:00:00";1;439.06
3979;19;164;"2025-09-21 00:00:00";1;339.35
3980;2487;447;"2025-10-12 00:00:00";1;489.06
3981;1757;14;"2025-07-31 00:00:00";1;399.01
3982;1175;448;"2025-11-06 00:00:00";1;256.11
3983;2175;395;"2025-06-20 00:00:00";5;1933.6
3984;882;478;"2025-08-11 00:00:00";5;1686.45
3985;2682;252;"2026-01-15 00:00:00";2;774.26
3986;2866;201;"2026-02-04 00:00:00";2;827.64
3987;1236;239;"2025-07-20 00:00:00";4;855.56
3988;1272;376;"2026-02-15 00:00:00";1;110.94
3989;2713;184;"2025-10-07 00:00:00";5;1651.9
3990;2548;235;"2025-09-04 00:00:00";1;309.05
3991;1658;471;"2026-04-01 00:00:00";4;1277.16
3992;669;39;"2026-02-26 00:00:00";1;276.09
3993;371;33;"2026-02-24 00:00:00";4;1944.68
3994;1091;322;"2025-09-12 00:00:00";3;326.91
3995;389;252;"2026-03-12 00:00:00";2;774.26
3996;1864;227;"2025-12-21 00:00:00";4;1867.68
3997;2496;60;"2026-02-19 00:00:00";4;1036.16
3998;2274;493;"2025-12-18 00:00:00";2;610.74
3999;2657;262;"2025-05-24 00:00:00";3;1356.99
4000;2598;393;"2026-02-09 00:00:00";4;974.0
4001;10;202;"2025-12-26 00:00:00";5;738.45
4002;99;287;"2025-06-30 00:00:00";4;1948.2
4003;1418;366;"2025-04-06 00:00:00";4;561.2
4004;2439;107;"2025-12-15 00:00:00";5;288.5
4005;1212;340;"2025-08-08 00:00:00";5;1407.5
4006;1384;388;"2025-10-01 00:00:00";4;1007.56
4007;2826;325;"2025-06-04 00:00:00";2;433.8
4008;741;229;"2026-01-16 00:00:00";2;522.4
4009;817;378;"2026-03-29 00:00:00";2;246.7
4010;774;103;"2025-05-15 00:00:00";1;374.75
4011;79;303;"2025-05-25 00:00:00";3;166.38
4012;2845;322;"2025-07-01 00:00:00";3;326.91
4013;2574;416;"2026-01-08 00:00:00";2;679.0
4014;1893;5;"2025-10-21 00:00:00";4;41.08
4015;979;465;"2025-12-24 00:00:00";1;469.77
4016;1961;202;"2025-09-11 00:00:00";2;295.38
4017;2020;464;"2025-10-03 00:00:00";1;449.32
4018;312;70;"2025-07-29 00:00:00";1;129.91
4019;628;362;"2026-01-30 00:00:00";1;221.64
4020;2321;146;"2026-03-03 00:00:00";3;708.93
4021;1920;117;"2026-02-22 00:00:00";4;142.44
4022;370;122;"2025-09-15 00:00:00";4;1772.08
4023;1353;196;"2025-09-22 00:00:00";2;37.66
4024;2458;156;"2026-02-13 00:00:00";2;673.34
4025;1279;229;"2025-04-26 00:00:00";1;261.2
4026;743;443;"2025-04-23 00:00:00";2;449.94
4027;2623;267;"2025-09-05 00:00:00";2;149.56
4028;182;480;"2025-04-14 00:00:00";2;170.12
4029;2091;250;"2025-12-27 00:00:00";3;401.4
4030;11;19;"2025-09-24 00:00:00";5;2469.95
4031;2986;489;"2025-12-09 00:00:00";2;348.4
4032;2464;32;"2026-03-13 00:00:00";2;727.64
4033;2991;3;"2025-09-23 00:00:00";2;472.88
4034;1562;461;"2026-03-26 00:00:00";5;316.6
4035;510;2;"2026-01-01 00:00:00";3;1143.9
4036;1593;67;"2025-09-07 00:00:00";4;813.88
4037;2703;275;"2026-04-06 00:00:00";2;64.26
4038;1323;362;"2026-01-12 00:00:00";1;221.64
4039;1732;81;"2026-04-06 00:00:00";5;1525.0
4040;2386;273;"2025-09-07 00:00:00";1;331.06
4041;2822;220;"2025-07-14 00:00:00";5;171.25
4042;34;294;"2025-10-19 00:00:00";3;20.73
4043;286;287;"2026-04-01 00:00:00";4;1948.2
4044;1554;150;"2026-02-12 00:00:00";5;880.5
4045;1566;469;"2025-07-22 00:00:00";2;10.2
4046;2821;77;"2025-11-09 00:00:00";2;178.78
4047;2727;175;"2025-07-31 00:00:00";4;936.88
4048;2048;383;"2025-07-15 00:00:00";4;671.84
4049;822;105;"2026-03-31 00:00:00";5;2290.95
4050;2776;209;"2025-04-13 00:00:00";3;657.09
4051;1042;344;"2026-04-03 00:00:00";5;1975.85
4052;522;91;"2026-02-26 00:00:00";5;1510.65
4053;1720;30;"2025-09-10 00:00:00";1;56.67
4054;762;352;"2025-08-27 00:00:00";2;240.84
4055;851;88;"2026-03-04 00:00:00";1;264.35
4056;1827;93;"2025-12-12 00:00:00";3;749.73
4057;2469;285;"2025-12-15 00:00:00";2;908.02
4058;2572;176;"2025-05-29 00:00:00";2;69.88
4059;1580;79;"2025-06-23 00:00:00";1;336.54
4060;418;346;"2026-01-03 00:00:00";4;684.24
4061;2998;102;"2025-10-22 00:00:00";2;930.9
4062;2413;334;"2025-05-09 00:00:00";4;105.36
4063;1568;245;"2025-06-30 00:00:00";1;113.25
4064;606;429;"2025-07-28 00:00:00";4;1577.48
4065;610;298;"2025-08-14 00:00:00";3;675.27
4066;1858;17;"2025-07-25 00:00:00";1;278.35
4067;1422;111;"2025-10-28 00:00:00";4;1408.72
4068;1006;228;"2026-02-04 00:00:00";2;633.42
4069;1577;411;"2025-09-28 00:00:00";3;1432.95
4070;1135;47;"2025-11-09 00:00:00";3;1322.61
4071;794;168;"2025-08-21 00:00:00";1;353.97
4072;2793;69;"2026-03-07 00:00:00";4;600.48
4073;2216;107;"2025-04-20 00:00:00";3;173.1
4074;1432;121;"2025-10-19 00:00:00";4;1180.64
4075;1433;42;"2025-07-29 00:00:00";2;949.44
4076;752;11;"2025-07-15 00:00:00";5;1418.8
4077;1576;287;"2025-12-20 00:00:00";2;974.1
4078;1092;169;"2025-08-21 00:00:00";4;878.44
4079;2564;486;"2025-07-22 00:00:00";2;33.44
4080;768;371;"2025-07-04 00:00:00";2;855.22
4081;1605;315;"2025-12-30 00:00:00";1;372.47
4082;2575;449;"2025-09-19 00:00:00";4;582.44
4083;1734;79;"2025-11-28 00:00:00";3;1009.62
4084;624;69;"2026-01-30 00:00:00";5;750.6
4085;178;242;"2026-03-12 00:00:00";3;633.54
4086;1235;7;"2025-10-19 00:00:00";4;1148.72
4087;2349;365;"2026-01-19 00:00:00";4;1086.76
4088;2633;485;"2025-09-13 00:00:00";3;1083.15
4089;2825;275;"2025-05-06 00:00:00";3;96.39
4090;9;273;"2025-11-03 00:00:00";5;1655.3
4091;2150;331;"2026-01-12 00:00:00";5;987.1
4092;1368;52;"2025-12-10 00:00:00";4;592.52
4093;2348;86;"2026-04-04 00:00:00";2;440.78
4094;1759;209;"2026-02-17 00:00:00";1;219.03
4095;299;105;"2025-07-11 00:00:00";3;1374.57
4096;658;470;"2025-08-30 00:00:00";5;2483.2
4097;2080;41;"2025-05-29 00:00:00";5;936.8
4098;850;175;"2026-03-11 00:00:00";2;468.44
4099;2785;141;"2025-11-24 00:00:00";3;886.05
4100;1346;127;"2025-04-23 00:00:00";1;311.65
4101;440;116;"2025-10-02 00:00:00";2;911.64
4102;1432;15;"2025-09-13 00:00:00";5;676.05
4103;1624;6;"2025-07-04 00:00:00";1;370.31
4104;1939;241;"2026-02-12 00:00:00";3;85.56
4105;1572;356;"2025-11-08 00:00:00";2;186.72
4106;1230;140;"2026-04-04 00:00:00";5;2312.75
4107;2798;165;"2026-02-03 00:00:00";2;869.1
4108;737;226;"2025-11-29 00:00:00";3;199.35
4109;1610;301;"2026-01-30 00:00:00";5;462.9
4110;961;198;"2026-03-12 00:00:00";3;927.12
4111;2343;234;"2025-12-19 00:00:00";4;728.12
4112;546;474;"2025-12-22 00:00:00";4;1938.6
4113;2953;469;"2025-11-21 00:00:00";1;5.1
4114;2944;208;"2025-11-07 00:00:00";2;752.3
4115;1892;88;"2025-06-06 00:00:00";1;264.35
4116;141;386;"2025-05-05 00:00:00";1;306.26
4117;2993;426;"2025-06-17 00:00:00";5;2036.65
4118;2560;3;"2025-06-23 00:00:00";4;945.76
4119;787;247;"2025-10-10 00:00:00";5;1310.0
4120;40;448;"2025-06-20 00:00:00";5;1280.55
4121;1509;286;"2025-04-23 00:00:00";1;384.37
4122;1558;422;"2025-10-30 00:00:00";3;549.9
4123;269;20;"2025-06-13 00:00:00";4;1239.84
4124;1471;119;"2025-07-21 00:00:00";4;1477.24
4125;1946;430;"2026-03-25 00:00:00";3;1455.93
4126;1083;423;"2025-06-06 00:00:00";5;2097.45
4127;764;205;"2026-01-31 00:00:00";4;1909.12
4128;510;83;"2025-05-07 00:00:00";1;218.47
4129;1021;125;"2025-04-13 00:00:00";3;1301.82
4130;1123;416;"2025-12-19 00:00:00";2;679.0
4131;2292;437;"2025-12-08 00:00:00";1;151.04
4132;701;53;"2026-02-13 00:00:00";4;982.2
4133;998;93;"2026-02-02 00:00:00";1;249.91
4134;1164;66;"2025-06-16 00:00:00";4;1774.8
4135;2861;348;"2025-08-04 00:00:00";2;361.74
4136;2686;254;"2025-09-22 00:00:00";2;240.34
4137;595;318;"2025-06-14 00:00:00";2;715.26
4138;968;297;"2026-02-28 00:00:00";3;649.71
4139;475;13;"2025-11-19 00:00:00";4;1404.36
4140;1885;316;"2025-09-04 00:00:00";3;1319.19
4141;1014;332;"2025-12-30 00:00:00";1;195.89
4142;1710;248;"2025-12-30 00:00:00";5;2454.9
4143;1430;433;"2025-08-27 00:00:00";1;39.18
4144;2660;422;"2025-08-13 00:00:00";1;183.3
4145;2533;296;"2025-11-12 00:00:00";3;868.08
4146;805;53;"2025-07-21 00:00:00";2;491.1
4147;633;85;"2026-01-20 00:00:00";3;1258.26
4148;1900;224;"2025-07-31 00:00:00";5;909.1
4149;2893;19;"2025-05-09 00:00:00";2;987.98
4150;1763;64;"2025-11-28 00:00:00";2;40.16
4151;1273;308;"2025-07-11 00:00:00";2;131.96
4152;1780;180;"2025-08-20 00:00:00";4;1341.28
4153;2688;103;"2025-11-29 00:00:00";1;374.75
4154;1927;328;"2026-02-17 00:00:00";5;1760.75
4155;119;483;"2025-04-26 00:00:00";3;914.82
4156;1038;416;"2026-02-23 00:00:00";1;339.5
4157;364;243;"2026-03-10 00:00:00";3;1072.89
4158;1274;342;"2025-11-25 00:00:00";1;489.43
4159;1850;56;"2025-05-16 00:00:00";5;26.45
4160;829;228;"2025-12-05 00:00:00";1;316.71
4161;2911;40;"2025-04-29 00:00:00";4;1290.32
4162;592;291;"2026-02-05 00:00:00";1;8.42
4163;1610;199;"2026-02-13 00:00:00";1;12.71
4164;1740;132;"2026-02-16 00:00:00";5;1314.0
4165;1009;365;"2025-07-14 00:00:00";1;271.69
4166;2476;31;"2025-06-29 00:00:00";1;324.02
4167;2504;88;"2025-05-29 00:00:00";5;1321.75
4168;2148;427;"2025-06-29 00:00:00";4;1148.84
4169;1057;354;"2026-03-13 00:00:00";3;102.48
4170;1657;6;"2026-03-04 00:00:00";5;1851.55
4171;1032;351;"2026-03-01 00:00:00";5;1268.75
4172;2344;44;"2026-01-06 00:00:00";4;1483.64
4173;1430;407;"2025-11-22 00:00:00";1;55.99
4174;202;297;"2025-08-18 00:00:00";4;866.28
4175;2189;157;"2025-07-29 00:00:00";2;891.4
4176;1843;402;"2025-06-23 00:00:00";3;688.92
4177;929;307;"2025-06-23 00:00:00";4;1585.48
4178;5;92;"2025-11-08 00:00:00";1;235.81
4179;2961;95;"2025-10-13 00:00:00";3;586.14
4180;182;345;"2026-01-14 00:00:00";2;601.36
4181;402;469;"2025-12-09 00:00:00";5;25.5
4182;1524;391;"2025-08-16 00:00:00";5;2034.35
4183;1185;477;"2025-09-08 00:00:00";5;1708.75
4184;817;80;"2025-07-05 00:00:00";4;309.84
4185;1728;38;"2025-05-21 00:00:00";3;823.95
4186;791;350;"2025-06-19 00:00:00";1;460.14
4187;1163;191;"2025-07-21 00:00:00";1;118.67
4188;838;14;"2026-02-03 00:00:00";4;1596.04
4189;834;120;"2025-08-06 00:00:00";3;688.71
4190;1139;61;"2025-07-02 00:00:00";1;10.36
4191;914;379;"2025-05-04 00:00:00";2;782.9
4192;1975;38;"2025-04-19 00:00:00";5;1373.25
4193;1762;63;"2026-04-02 00:00:00";2;800.34
4194;2901;236;"2025-06-27 00:00:00";4;823.4
4195;914;306;"2025-06-12 00:00:00";3;887.19
4196;1979;318;"2026-01-29 00:00:00";1;357.63
4197;1595;426;"2025-09-05 00:00:00";5;2036.65
4198;2498;66;"2026-01-08 00:00:00";3;1331.1
4199;344;256;"2025-06-28 00:00:00";2;345.0
4200;1255;31;"2026-01-01 00:00:00";5;1620.1
4201;2532;63;"2026-03-14 00:00:00";4;1600.68
4202;227;11;"2025-09-24 00:00:00";3;851.28
4203;760;279;"2026-02-26 00:00:00";3;364.32
4204;2929;82;"2025-05-26 00:00:00";3;59.73
4205;1418;479;"2025-05-07 00:00:00";3;466.71
4206;150;253;"2025-05-31 00:00:00";5;1501.65
4207;872;97;"2026-01-31 00:00:00";2;499.24
4208;1827;107;"2025-11-22 00:00:00";5;288.5
4209;2691;222;"2025-09-20 00:00:00";4;1336.76
4210;1319;27;"2025-08-17 00:00:00";1;160.38
4211;1838;300;"2025-04-30 00:00:00";1;195.97
4212;1856;76;"2026-01-11 00:00:00";4;437.48
4213;1966;383;"2025-06-12 00:00:00";2;335.92
4214;2301;109;"2025-09-19 00:00:00";5;2246.0
4215;2760;78;"2025-07-27 00:00:00";1;440.37
4216;1404;249;"2025-05-30 00:00:00";5;1245.65
4217;1090;407;"2025-06-28 00:00:00";4;223.96
4218;2030;72;"2026-02-11 00:00:00";5;291.7
4219;942;145;"2025-07-12 00:00:00";4;357.88
4220;2554;163;"2025-12-20 00:00:00";4;1576.92
4221;786;283;"2025-10-27 00:00:00";1;456.71
4222;2980;88;"2026-01-04 00:00:00";4;1057.4
4223;2052;274;"2025-06-25 00:00:00";3;412.26
4224;491;261;"2025-10-25 00:00:00";2;539.34
4225;1441;327;"2025-07-17 00:00:00";4;1852.92
4226;1280;43;"2025-12-03 00:00:00";1;178.63
4227;1811;234;"2025-11-20 00:00:00";2;364.06
4228;2336;135;"2025-08-24 00:00:00";4;781.6
4229;1962;20;"2025-10-24 00:00:00";3;929.88
4230;2363;211;"2025-05-12 00:00:00";4;1274.52
4231;1203;192;"2025-11-19 00:00:00";4;1166.52
4232;1087;215;"2026-01-03 00:00:00";2;215.88
4233;171;123;"2026-04-04 00:00:00";1;446.94
4234;751;277;"2025-09-01 00:00:00";4;914.28
4235;1907;104;"2025-08-22 00:00:00";2;558.28
4236;424;226;"2025-08-22 00:00:00";2;132.9
4237;390;175;"2025-04-11 00:00:00";4;936.88
4238;2202;382;"2026-04-01 00:00:00";5;1498.2
4239;353;224;"2025-04-17 00:00:00";1;181.82
4240;909;299;"2026-03-03 00:00:00";3;33.93
4241;1147;460;"2025-06-29 00:00:00";2;337.64
4242;2223;318;"2026-01-02 00:00:00";5;1788.15
4243;2778;123;"2025-04-23 00:00:00";2;893.88
4244;30;139;"2025-04-19 00:00:00";1;274.27
4245;2323;138;"2026-01-11 00:00:00";3;1323.93
4246;1149;384;"2025-11-13 00:00:00";5;863.8
4247;1212;359;"2025-06-14 00:00:00";4;805.8
4248;787;105;"2025-04-09 00:00:00";2;916.38
4249;2636;164;"2026-02-13 00:00:00";3;1018.05
4250;2324;101;"2026-03-07 00:00:00";4;359.68
4251;2125;336;"2026-02-23 00:00:00";1;30.73
4252;1667;227;"2025-04-25 00:00:00";5;2334.6
4253;2464;306;"2025-11-28 00:00:00";1;295.73
4254;24;95;"2025-06-10 00:00:00";2;390.76
4255;865;265;"2025-06-06 00:00:00";5;2420.8
4256;2745;385;"2025-04-18 00:00:00";4;1559.4
4257;1728;194;"2026-01-04 00:00:00";4;1166.72
4258;672;91;"2025-08-17 00:00:00";2;604.26
4259;735;69;"2025-12-24 00:00:00";1;150.12
4260;1067;258;"2025-10-10 00:00:00";1;304.24
4261;1600;25;"2026-01-10 00:00:00";1;284.15
4262;1758;59;"2025-06-05 00:00:00";1;9.34
4263;1316;292;"2025-10-09 00:00:00";2;471.62
4264;1788;374;"2025-06-28 00:00:00";3;464.91
4265;572;449;"2025-10-11 00:00:00";1;145.61
4266;1406;343;"2025-09-22 00:00:00";3;320.07
4267;267;297;"2026-03-17 00:00:00";4;866.28
4268;1128;469;"2026-03-17 00:00:00";2;10.2
4269;1394;39;"2025-08-30 00:00:00";4;1104.36
4270;1944;477;"2025-05-20 00:00:00";3;1025.25
4271;654;128;"2025-04-07 00:00:00";1;337.06
4272;2107;296;"2025-05-03 00:00:00";1;289.36
4273;2042;285;"2026-01-30 00:00:00";2;908.02
4274;903;166;"2025-12-14 00:00:00";3;1162.92
4275;623;198;"2025-08-04 00:00:00";4;1236.16
4276;1322;167;"2025-09-26 00:00:00";5;1490.5
4277;2038;200;"2025-10-30 00:00:00";4;1373.76
4278;2039;477;"2026-01-26 00:00:00";2;683.5
4279;1474;219;"2025-09-04 00:00:00";1;252.3
4280;844;130;"2025-08-03 00:00:00";1;122.45
4281;1868;377;"2026-01-06 00:00:00";5;802.8
4282;2112;153;"2025-10-14 00:00:00";5;1092.35
4283;312;29;"2025-07-24 00:00:00";4;635.2
4284;1229;135;"2026-03-18 00:00:00";5;977.0
4285;203;242;"2025-09-05 00:00:00";5;1055.9
4286;2656;218;"2025-09-13 00:00:00";4;383.24
4287;856;282;"2026-03-09 00:00:00";3;162.24
4288;1307;282;"2025-04-26 00:00:00";4;216.32
4289;120;87;"2025-07-05 00:00:00";2;330.48
4290;796;14;"2025-08-22 00:00:00";3;1197.03
4291;2952;342;"2025-10-05 00:00:00";2;978.86
4292;2869;129;"2026-04-05 00:00:00";5;541.2
4293;783;14;"2025-05-14 00:00:00";2;798.02
4294;2983;386;"2025-04-23 00:00:00";1;306.26
4295;1202;466;"2025-05-18 00:00:00";3;472.41
4296;1789;61;"2025-10-04 00:00:00";5;51.8
4297;216;194;"2026-01-03 00:00:00";2;583.36
4298;449;103;"2025-06-07 00:00:00";2;749.5
4299;2120;6;"2025-11-06 00:00:00";4;1481.24
4300;1481;306;"2025-05-05 00:00:00";4;1182.92
4301;2545;446;"2025-05-18 00:00:00";1;325.56
4302;2952;488;"2025-10-13 00:00:00";1;26.32
4303;2501;388;"2026-02-06 00:00:00";2;503.78
4304;2747;420;"2025-11-09 00:00:00";1;259.94
4305;2299;376;"2026-04-03 00:00:00";5;554.7
4306;2122;368;"2025-08-10 00:00:00";2;141.54
4307;733;183;"2025-12-04 00:00:00";4;1869.2
4308;556;295;"2025-06-20 00:00:00";2;997.24
4309;1161;17;"2025-09-07 00:00:00";2;556.7
4310;362;121;"2026-02-03 00:00:00";1;295.16
4311;186;108;"2025-11-27 00:00:00";3;1399.89
4312;2194;319;"2025-09-01 00:00:00";1;331.48
4313;1463;446;"2025-12-12 00:00:00";5;1627.8
4314;2312;322;"2025-08-07 00:00:00";1;108.97
4315;494;117;"2025-06-12 00:00:00";3;106.83
4316;603;113;"2025-12-28 00:00:00";3;1001.01
4317;1281;367;"2025-04-24 00:00:00";3;1319.4
4318;796;475;"2025-12-12 00:00:00";2;597.0
4319;2447;362;"2025-09-14 00:00:00";3;664.92
4320;2390;167;"2025-04-29 00:00:00";3;894.3
4321;1707;409;"2026-03-23 00:00:00";3;1399.26
4322;854;425;"2025-04-25 00:00:00";2;757.72
4323;2579;225;"2025-12-05 00:00:00";4;121.96
4324;2282;478;"2025-04-21 00:00:00";3;1011.87
4325;134;98;"2025-07-19 00:00:00";4;118.6
4326;388;100;"2025-04-12 00:00:00";5;2014.5
4327;829;153;"2025-10-31 00:00:00";1;218.47
4328;141;392;"2025-09-02 00:00:00";5;732.5
4329;2156;76;"2025-08-25 00:00:00";1;109.37
4330;1456;261;"2025-10-03 00:00:00";2;539.34
4331;1323;34;"2025-05-22 00:00:00";1;35.65
4332;424;280;"2025-06-25 00:00:00";3;1372.44
4333;1927;269;"2025-11-28 00:00:00";1;105.84
4334;1521;490;"2025-11-06 00:00:00";5;1440.45
4335;1016;243;"2025-11-14 00:00:00";4;1430.52
4336;1740;244;"2025-11-18 00:00:00";3;969.3
4337;826;40;"2025-12-13 00:00:00";1;322.58
4338;2895;293;"2025-07-30 00:00:00";1;84.88
4339;2228;127;"2025-08-31 00:00:00";2;623.3
4340;373;246;"2026-04-01 00:00:00";2;499.6
4341;2643;10;"2025-09-10 00:00:00";5;2130.0
4342;817;48;"2026-02-22 00:00:00";4;1345.72
4343;374;7;"2025-10-27 00:00:00";4;1148.72
4344;946;405;"2025-12-19 00:00:00";1;348.79
4345;766;94;"2025-11-05 00:00:00";3;874.32
4346;360;188;"2026-03-03 00:00:00";5;862.4
4347;2492;449;"2025-12-13 00:00:00";4;582.44
4348;531;490;"2025-05-03 00:00:00";1;288.09
4349;2749;10;"2025-05-17 00:00:00";3;1278.0
4350;339;497;"2025-07-13 00:00:00";3;149.28
4351;904;38;"2025-09-10 00:00:00";5;1373.25
4352;415;45;"2025-06-20 00:00:00";3;1444.74
4353;2318;142;"2025-04-13 00:00:00";3;666.84
4354;341;435;"2026-03-13 00:00:00";5;2129.7
4355;472;495;"2026-01-30 00:00:00";3;1269.81
4356;2246;285;"2025-04-29 00:00:00";4;1816.04
4357;355;158;"2026-03-18 00:00:00";1;469.13
4358;1512;168;"2026-01-28 00:00:00";5;1769.85
4359;2839;420;"2026-02-08 00:00:00";5;1299.7
4360;1867;425;"2025-10-26 00:00:00";1;378.86
4361;1021;180;"2025-12-18 00:00:00";5;1676.6
4362;1108;270;"2025-07-02 00:00:00";5;1035.75
4363;457;101;"2026-02-10 00:00:00";4;359.68
4364;1013;489;"2025-11-16 00:00:00";3;522.6
4365;2911;104;"2025-11-02 00:00:00";2;558.28
4366;1445;8;"2025-05-13 00:00:00";1;151.0
4367;2821;61;"2025-12-08 00:00:00";2;20.72
4368;625;330;"2025-06-12 00:00:00";2;781.22
4369;1048;67;"2025-04-24 00:00:00";2;406.94
4370;1603;411;"2025-05-21 00:00:00";5;2388.25
4371;2867;364;"2025-08-29 00:00:00";5;894.45
4372;2039;207;"2025-08-10 00:00:00";2;786.46
4373;1260;319;"2025-08-26 00:00:00";3;994.44
4374;1282;197;"2025-07-13 00:00:00";2;12.64
4375;2122;171;"2025-06-29 00:00:00";5;184.9
4376;2986;234;"2025-11-03 00:00:00";2;364.06
4377;414;340;"2025-06-19 00:00:00";4;1126.0
4378;314;261;"2026-03-31 00:00:00";3;809.01
4379;1157;477;"2025-05-21 00:00:00";2;683.5
4380;2932;103;"2025-07-11 00:00:00";4;1499.0
4381;1953;4;"2025-11-30 00:00:00";1;193.1
4382;251;59;"2025-07-30 00:00:00";1;9.34
4383;1668;242;"2025-12-20 00:00:00";1;211.18
4384;237;257;"2025-06-25 00:00:00";2;300.04
4385;517;152;"2025-10-10 00:00:00";3;1113.27
4386;1244;170;"2025-07-25 00:00:00";3;818.97
4387;200;233;"2025-08-14 00:00:00";3;732.36
4388;1541;118;"2025-10-06 00:00:00";4;1426.72
4389;2226;32;"2025-11-06 00:00:00";2;727.64
4390;1576;173;"2026-03-08 00:00:00";3;791.07
4391;1484;416;"2025-06-08 00:00:00";2;679.0
4392;1576;242;"2025-10-03 00:00:00";3;633.54
4393;883;256;"2026-01-27 00:00:00";1;172.5
4394;1969;219;"2025-05-30 00:00:00";4;1009.2
4395;951;308;"2026-01-05 00:00:00";2;131.96
4396;1827;386;"2026-02-23 00:00:00";4;1225.04
4397;2357;433;"2025-12-14 00:00:00";3;117.54
4398;1098;437;"2025-07-24 00:00:00";3;453.12
4399;644;352;"2026-02-17 00:00:00";5;602.1
4400;1066;44;"2026-02-06 00:00:00";3;1112.73
